County,Municipality,Neighborhood,Population,White,WhiteRate,Black,BlackRate,Hispanic,HispanicRate,Over5,OtherThanEnglish,OtherThanEnglishRate,EnglishNotWell,EnglishNotWellRate,DI,Families,Poverty,PovertyRate,TractHH,Assistance,AssistanceRate,MedianIncome,Uninsured,UninsuredRate,Over25,HSGraduates,GraduationRate,VacantHousing,VacancyRate,AgeUnder5,AgeUnder5Rate,Age5to9,Age5to9Rate,Age10to14,Age10to14Rate,Age15to19,Age15to19Rate,Age20to24,Age20to24Rate,Age25to29,Age25to29Rate,Age30to34,Age30to34Rate,Age35to39,Age35to39Rate,Age40to44,Age40to44Rate,Age45to49,Age45to49Rate,Age50to54,Age50to54Rate,Age55to59,Age55to59Rate,Age60to64,Age60to64Rate,Age65to69,Age65to69Rate,Age70to74,Age70to74Rate,Age75to79,Age75to79Rate,Age80to84,Age80to84Rate,Age85andover,Age85andoverRate,Households,TwoParentHH,TwoParentRate,SingleParentHH,SingleParentRate,CoupleNoKids,CoupleNoKidsRate,SingleAdult,SingleRate,Over1,SameHomeLastYear,SameHomeRate,SameMetroLastYear,SameMetroRate,USLastYear,USLastYearRate,AbroadLastYear,AbroadRate,ShootingsTotal,ShootingsYouth,ShootingRateTotal,ShootingRateYouth,Children,HospitalAdmissions,HospitalAdmissionRate,HospitalPatients,HospitalPatientRate,AsthmaAdmissions,AsthmaAdmissionRate,AsthmaPatients,AsthmaPatientRate,DiabetesAdmissions,DiabetesAdmissionRate,DiabetesPatients,DiabetesPatientRate,MHAdmissions,MHAdmissionRate,MHPatients,MHPatientRate,AsthmaRegistry,AsthmaRegistryRate,DiabetesRegistry,DiabetesRegistryRate,GenPedsRegistry,GenPedsRegistryRate
Boone,Burlington,Burlington,19438,17623,0.907,285,0.015,1039,0.053,18537,1504,0.081,110,0.006,0.192,5055,81,0.016,6727,244,0.036,100410,505,0.026,13152,12332,0.938,386,0.054,901,0.046,1286,0.066,1116,0.057,1580,0.081,1403,0.072,1264,0.065,1189,0.061,1126,0.058,799,0.041,1867,0.096,1637,0.084,1334,0.069,912,0.047,1067,0.055,867,0.045,389,0.02,508,0.026,193,0.01,6727,1824,0.271,308,0.046,2745,0.408,1850,0.275,19272,17244,0.895,1356,0.07,554,0.029,118,0.006,NA,NA,NA,NA,4383,158.5,3.6,114,2.6,8,0.2,6,0.1,1.5,0,1.5,0,8,0.2,11.5,0.3,207,4.7,8,0.2,10,0.2
Boone,Florence,Florence,73851,61861,0.838,4374,0.059,3671,0.05,68886,6739,0.098,1413,0.021,0.231,18890,767,0.041,28576,2259,0.079,80318,4126,0.056,49476,46262,0.935,1055,0.036,4965,0.067,4858,0.066,4588,0.062,5361,0.073,4603,0.062,4874,0.066,4801,0.065,5008,0.068,5641,0.076,4511,0.061,4620,0.063,4442,0.06,4405,0.06,3805,0.052,3181,0.043,1748,0.024,1585,0.021,855,0.012,28576,6503,0.228,2017,0.071,9373,0.328,10683,0.374,72898,62085,0.852,7491,0.103,2774,0.038,548,0.008,NA,NA,NA,NA,17986,661,3.7,467,2.6,19.5,0.1,16.5,0.1,4,0,4,0,0,0,35.5,0.2,797,4.4,36,0.2,43,0.2
Boone,Hebron,Hebron,19066,17552,0.921,190,0.01,1077,0.056,17976,1486,0.083,150,0.008,0.169,5166,91,0.018,6283,288,0.046,116477,801,0.042,12481,11839,0.949,353,0.053,1090,0.057,1707,0.09,1549,0.081,1262,0.066,977,0.051,1193,0.063,959,0.05,1331,0.07,1761,0.092,1583,0.083,1155,0.061,1599,0.084,1162,0.061,686,0.036,486,0.025,386,0.02,93,0.005,87,0.005,6283,2212,0.352,218,0.035,2407,0.383,1446,0.23,18839,16765,0.89,1650,0.088,424,0.023,0,0,NA,NA,NA,NA,5229,196.5,3.8,134,2.6,4.5,0.1,4.5,0.1,0.5,0,0.5,0,28,0.5,16.5,0.3,234,4.5,22,0.4,6,0.1
Boone,Walton,Walton,23795,22204,0.933,40,0.002,387,0.016,22087,961,0.044,62,0.003,0.196,6017,157,0.026,8001,360,0.045,107801,1759,0.074,14867,13986,0.941,392,0.047,1708,0.072,2553,0.107,2262,0.095,1473,0.062,932,0.039,986,0.041,1427,0.06,1559,0.066,1552,0.065,1451,0.061,1394,0.059,1589,0.067,1544,0.065,1154,0.048,760,0.032,742,0.031,432,0.018,277,0.012,8001,2603,0.325,280,0.035,3143,0.393,1975,0.247,23557,20169,0.856,2927,0.124,457,0.019,4,0,NA,NA,NA,NA,7409,185.5,2.5,141.5,1.9,6,0.1,6,0.1,2.5,0,2.5,0,15,0.2,13.5,0.2,257,3.5,21,0.3,8,0.1
Butler,Fairfield,Fairfield,44602,29775,0.668,7834,0.176,3282,0.074,41645,6729,0.162,1725,0.041,0.26,11617,590,0.051,18383,1557,0.085,67182,3455,0.077,30645,28433,0.928,1103,0.057,2957,0.066,2517,0.056,2542,0.057,3327,0.075,2614,0.059,3495,0.078,2497,0.056,2871,0.064,2622,0.059,2580,0.058,2354,0.053,3387,0.076,3326,0.075,2546,0.057,1718,0.039,1302,0.029,717,0.016,1230,0.028,18383,3583,0.195,1395,0.076,5817,0.316,7588,0.413,43824,39503,0.901,3139,0.072,648,0.015,534,0.012,NA,NA,NA,NA,9933,429.5,4.3,325.5,3.3,17.5,0.2,16,0.2,3,0,2.5,0,0,0,54,0.5,802,8.1,28,0.3,1028,10.3
Butler,Fairfield Township,Fairfield Township,22618,17893,0.791,2017,0.089,645,0.029,21333,3033,0.142,513,0.024,0.208,6116,226,0.037,8266,383,0.046,100316,1067,0.047,15895,14739,0.927,93,0.011,1285,0.057,1223,0.054,1576,0.07,1705,0.075,934,0.041,1136,0.05,1041,0.046,1545,0.068,1826,0.081,1566,0.069,1653,0.073,1094,0.048,2046,0.09,1919,0.085,868,0.038,576,0.025,288,0.013,337,0.015,8266,2180,0.264,351,0.042,3289,0.398,2446,0.296,22534,19583,0.869,2610,0.116,341,0.015,0,0,NA,NA,NA,NA,4874,188,3.9,138.5,2.8,3.5,0.1,3.5,0.1,1.5,0,1.5,0,44,0.9,31,0.6,418,8.6,19,0.4,291,6
Butler,Hamilton,Hamilton,63149,50398,0.798,5608,0.089,5898,0.093,59098,4889,0.083,1885,0.032,0.371,14794,2292,0.155,24700,4502,0.182,52995,5747,0.091,41404,35768,0.864,2331,0.086,4051,0.064,4288,0.068,4265,0.068,3607,0.057,5534,0.088,5065,0.08,4656,0.074,3757,0.059,3878,0.061,3265,0.052,3395,0.054,4059,0.064,3719,0.059,3009,0.048,2683,0.042,1548,0.025,1449,0.023,921,0.015,24700,4519,0.183,2294,0.093,6974,0.282,10913,0.442,62295,53172,0.854,7605,0.122,1210,0.019,308,0.005,NA,NA,NA,NA,14750,728,4.9,540.5,3.7,30,0.2,28.5,0.2,13,0.1,11,0.1,77.5,0.5,105.5,0.7,1389,9.4,54,0.4,912,6.2
Butler,Hanover Township,Hanover Township,8137,7105,0.873,76,0.009,22,0.003,7665,45,0.006,28,0.004,0.248,2360,39,0.017,3071,126,0.041,74087,405,0.05,5371,4883,0.909,85,0.027,472,0.058,591,0.073,512,0.063,652,0.08,539,0.066,124,0.015,602,0.074,366,0.045,544,0.067,500,0.061,443,0.054,546,0.067,480,0.059,598,0.073,358,0.044,377,0.046,162,0.02,271,0.033,3071,929,0.303,69,0.022,1219,0.397,854,0.278,8137,7676,0.943,296,0.036,165,0.02,0,0,NA,NA,NA,NA,1969,66,3.4,50,2.5,2.5,0.1,2.5,0.1,1,0.1,1,0.1,5.5,0.3,9.5,0.5,127,6.4,4,0.2,32,1.6
Butler,Lemon Township,Lemon Township,16786,14180,0.845,635,0.038,1241,0.074,15632,940,0.06,124,0.008,0.235,4437,208,0.047,5903,388,0.066,95932,917,0.055,10531,9811,0.932,316,0.051,1154,0.069,915,0.055,1540,0.092,1368,0.081,1278,0.076,866,0.052,1097,0.065,1225,0.073,1118,0.067,1452,0.087,890,0.053,763,0.045,701,0.042,618,0.037,579,0.034,321,0.019,445,0.027,456,0.027,5903,1746,0.296,325,0.055,2181,0.369,1651,0.28,16693,14880,0.891,1192,0.071,523,0.031,98,0.006,NA,NA,NA,NA,4743,158,3.3,111,2.3,4,0.1,3,0.1,1,0,1,0,39,0.8,21.5,0.5,311,6.6,13,0.3,110,2.3
Butler,Liberty Township,Liberty Township,43724,35118,0.803,2511,0.057,2515,0.058,40892,3661,0.09,649,0.016,0.146,12366,308,0.025,14549,530,0.036,137831,1415,0.032,28479,27308,0.959,669,0.044,2832,0.065,2857,0.065,3972,0.091,3214,0.074,2370,0.054,1852,0.042,2428,0.056,2559,0.059,3570,0.082,3376,0.077,3806,0.087,3001,0.069,2853,0.065,2100,0.048,1726,0.039,637,0.015,369,0.008,202,0.005,14549,5458,0.375,469,0.032,6387,0.439,2235,0.154,43060,39732,0.923,2183,0.051,1040,0.024,105,0.002,NA,NA,NA,NA,11847,376,3.2,274.5,2.3,14.5,0.1,13,0.1,3,0,3,0,24,0.2,41.5,0.3,740,6.2,40,0.3,309,2.6
Butler,Madison Township,Madison Township,8561,8389,0.98,55,0.006,0,0,8021,36,0.004,0,0,0.231,2311,145,0.063,3184,143,0.045,79655,491,0.057,5797,5558,0.959,182,0.054,540,0.063,714,0.083,545,0.064,526,0.061,439,0.051,503,0.059,467,0.055,422,0.049,325,0.038,479,0.056,799,0.093,611,0.071,557,0.065,641,0.075,340,0.04,380,0.044,150,0.018,123,0.014,3184,791,0.248,141,0.044,1319,0.414,933,0.293,8483,8030,0.947,245,0.029,208,0.025,0,0,NA,NA,NA,NA,2218,50,2.3,36.5,1.6,0.5,0,0.5,0,0,0,0,0,14.5,0.7,9,0.4,123,5.5,6,0.3,12,0.5
Butler,Middletown,Middletown,47152,37100,0.787,5803,0.123,1979,0.042,44656,1950,0.044,603,0.014,0.387,11311,1786,0.158,19533,4117,0.211,49317,4544,0.096,32144,27073,0.842,1767,0.083,2496,0.053,2653,0.056,3162,0.067,2470,0.052,4227,0.09,3397,0.072,2827,0.06,3053,0.065,2368,0.05,2699,0.057,3085,0.065,3254,0.069,3288,0.07,2882,0.061,2103,0.045,1263,0.027,855,0.018,1070,0.023,19533,2684,0.137,1573,0.081,5890,0.302,9386,0.481,46587,39585,0.85,5831,0.125,1050,0.023,121,0.003,NA,NA,NA,NA,9957,372,3.7,282.5,2.8,17.5,0.2,16.5,0.2,3,0,3,0,43.5,0.4,61.5,0.6,1132,11.4,27,0.3,199,2
Butler,Milford Township,Milford Township,3533,3376,0.956,26,0.007,39,0.011,3450,50,0.014,13,0.004,0.264,906,86,0.095,1250,139,0.111,78108,102,0.029,2309,2081,0.901,68,0.052,83,0.023,150,0.042,288,0.082,391,0.111,312,0.088,73,0.021,51,0.014,126,0.036,336,0.095,290,0.082,215,0.061,238,0.067,368,0.104,167,0.047,183,0.052,112,0.032,113,0.032,37,0.01,1250,287,0.23,46,0.037,547,0.438,370,0.296,3523,3316,0.941,157,0.045,50,0.014,0,0,NA,NA,NA,NA,703,23.5,3.3,19,2.7,0.5,0.1,0.5,0.1,0,0,0,0,5,0.7,4,0.6,46,6.5,0,0,3,0.4
Butler,Morgan Township,Morgan Township,5365,5001,0.932,0,0,0,0,4974,96,0.019,0,0,0.179,1477,0,0,1769,71,0.04,100871,207,0.039,3610,3478,0.963,126,0.066,391,0.073,454,0.085,302,0.056,464,0.086,144,0.027,241,0.045,312,0.058,389,0.073,341,0.064,375,0.07,506,0.094,392,0.073,262,0.049,397,0.074,113,0.021,166,0.031,71,0.013,45,0.008,1769,517,0.292,195,0.11,731,0.413,326,0.184,5365,5316,0.991,49,0.009,0,0,0,0,NA,NA,NA,NA,1545,60.5,3.9,37,2.4,0.5,0,0.5,0,1.5,0.1,1.5,0.1,3,0.2,2.5,0.2,77,5,5,0.3,11,0.7
Butler,Oxford Township,Oxford Township,24033,19038,0.792,1177,0.049,668,0.028,23399,2830,0.121,230,0.01,0.347,2840,246,0.087,6907,357,0.052,47815,658,0.027,7904,7703,0.975,1264,0.155,634,0.026,599,0.025,620,0.026,5634,0.234,8642,0.36,1183,0.049,766,0.032,634,0.026,386,0.016,598,0.025,617,0.026,912,0.038,577,0.024,492,0.02,480,0.02,534,0.022,387,0.016,338,0.014,6907,914,0.132,188,0.027,1840,0.266,3965,0.574,23947,13735,0.574,5181,0.216,4546,0.19,485,0.02,NA,NA,NA,NA,2215,76,3.4,61.5,2.8,1,0,1,0,0.5,0,0.5,0,22.5,1,16.5,0.7,89,4,5,0.2,13,0.6
Butler,Reily Township,Reily Township,2670,2655,0.994,14,0.005,11,0.004,2525,0,0,0,0,0.287,860,75,0.087,1112,61,0.055,73625,170,0.064,1902,1818,0.956,72,0.061,145,0.054,240,0.09,138,0.052,112,0.042,133,0.05,44,0.016,99,0.037,185,0.069,159,0.06,104,0.039,212,0.079,92,0.034,400,0.15,239,0.09,147,0.055,69,0.026,107,0.04,45,0.017,1112,211,0.19,91,0.082,536,0.482,274,0.246,2670,2310,0.865,358,0.134,2,0.001,0,0,NA,NA,NA,NA,622,19,3.1,15,2.4,0,0,0,0,0,0,0,0,3,0.5,3,0.5,31,5,0,0,2,0.3
Butler,Ross Township,Ross Township,8764,8367,0.955,0,0,32,0.004,8513,84,0.01,0,0,0.226,2164,123,0.057,2904,183,0.063,102273,269,0.031,5362,5034,0.939,131,0.043,251,0.029,1009,0.115,883,0.101,534,0.061,725,0.083,276,0.031,217,0.025,687,0.078,804,0.092,361,0.041,539,0.062,417,0.048,633,0.072,296,0.034,424,0.048,196,0.022,147,0.017,365,0.042,2904,915,0.315,85,0.029,1077,0.371,827,0.285,8715,8040,0.923,675,0.077,0,0,0,0,NA,NA,NA,NA,2446,99.5,4.1,73,3,1.5,0.1,1.5,0.1,1,0,1,0,16,0.7,12.5,0.5,134,5.5,11,0.4,46,1.9
Butler,St. Clair Township,St. Clair Township,6724,6249,0.929,135,0.02,142,0.021,6491,19,0.003,0,0,0.327,1704,179,0.105,2362,362,0.153,62095,516,0.077,4295,3566,0.83,161,0.064,233,0.035,513,0.076,447,0.066,660,0.098,576,0.086,297,0.044,261,0.039,556,0.083,427,0.064,419,0.062,458,0.068,308,0.046,580,0.086,328,0.049,324,0.048,148,0.022,110,0.016,79,0.012,2362,473,0.2,264,0.112,892,0.378,733,0.31,6689,6105,0.913,528,0.079,40,0.006,16,0.002,NA,NA,NA,NA,1654,52,3.1,43.5,2.6,2,0.1,1.5,0.1,1,0.1,1,0.1,12,0.7,8.5,0.5,134,8.1,2,0.1,43,2.6
Butler,Trenton,Trenton,13133,12751,0.971,53,0.004,129,0.01,12402,142,0.011,0,0,0.221,3467,87,0.025,4418,350,0.079,84392,513,0.039,7950,7340,0.923,194,0.042,731,0.056,833,0.063,1285,0.098,1447,0.11,887,0.068,714,0.054,777,0.059,852,0.065,995,0.076,713,0.054,1010,0.077,741,0.056,510,0.039,400,0.03,409,0.031,258,0.02,272,0.021,299,0.023,4418,1443,0.327,357,0.081,1515,0.343,1103,0.25,13102,11594,0.885,1241,0.095,267,0.02,0,0,NA,NA,NA,NA,3934,141,3.6,116.5,3,4.5,0.1,4,0.1,2,0.1,2,0.1,11,0.3,19.5,0.5,296,7.5,10,0.3,73,1.9
Butler,Wayne Township,Wayne Township,4582,4447,0.971,0,0,76,0.017,4425,66,0.015,18,0.004,0.262,1331,41,0.031,1780,155,0.087,71824,367,0.08,3358,3041,0.906,96,0.051,157,0.034,177,0.039,277,0.06,354,0.077,259,0.057,100,0.022,254,0.055,205,0.045,378,0.082,349,0.076,303,0.066,410,0.089,481,0.105,374,0.082,128,0.028,125,0.027,116,0.025,135,0.029,1780,386,0.217,87,0.049,799,0.449,508,0.285,4558,4343,0.953,208,0.046,6,0.001,1,0,NA,NA,NA,NA,874,38.5,4.4,27,3.1,0,0,0,0,1,0.1,1,0.1,4,0.5,3.5,0.4,53,6.1,5,0.6,8,0.9
Butler,West Chester Township,West Chester Township,64794,49296,0.761,6129,0.095,3534,0.055,60528,8400,0.139,1772,0.029,0.194,17213,847,0.049,24445,1091,0.045,106150,3367,0.052,43353,40675,0.938,862,0.034,4266,0.066,5234,0.081,4248,0.066,3433,0.053,4260,0.066,3484,0.054,4350,0.067,4198,0.065,3919,0.06,4068,0.063,3907,0.06,4504,0.07,4557,0.07,3876,0.06,2603,0.04,1756,0.027,941,0.015,1190,0.018,24445,6239,0.255,1390,0.057,9216,0.377,7600,0.311,64010,55249,0.863,5861,0.092,2286,0.036,614,0.01,NA,NA,NA,NA,16140,570.5,3.5,418,2.6,29.5,0.2,24.5,0.2,3.5,0,3.5,0,0,0,64.5,0.4,1112,6.9,35,0.2,757,4.7
Campbell,Alexandria,Alexandria,16465,15393,0.935,197,0.012,307,0.019,15290,425,0.028,113,0.007,0.206,4626,182,0.039,6204,253,0.041,96263,679,0.041,11350,10513,0.926,193,0.03,1175,0.071,959,0.058,948,0.058,1152,0.07,881,0.054,814,0.049,989,0.06,1118,0.068,1208,0.073,1048,0.064,989,0.06,1456,0.088,1165,0.071,829,0.05,720,0.044,453,0.028,225,0.014,336,0.02,6204,1914,0.309,172,0.028,2417,0.39,1701,0.274,16228,14531,0.895,1420,0.088,215,0.013,62,0.004,NA,NA,NA,NA,3964,140,3.5,103,2.6,3,0.1,3,0.1,3.5,0.1,3.5,0.1,10.5,0.3,11.5,0.3,207,5.2,18,0.5,5,0.1
Campbell,Grants Lick,Grants Lick,8625,8537,0.99,2,0,62,0.007,8146,113,0.014,9,0.001,0.167,2397,96,0.04,3086,57,0.018,99750,121,0.014,5724,5459,0.954,176,0.054,479,0.056,600,0.07,445,0.052,831,0.096,546,0.063,360,0.042,545,0.063,457,0.053,453,0.053,434,0.05,866,0.1,581,0.067,677,0.078,499,0.058,316,0.037,235,0.027,152,0.018,149,0.017,3086,712,0.231,149,0.048,1413,0.458,812,0.263,8512,8073,0.948,355,0.042,82,0.01,2,0,NA,NA,NA,NA,1957,88.5,4.5,61,3.1,2,0.1,1.5,0.1,0.5,0,0.5,0,4.5,0.2,9.5,0.5,116,5.9,4,0.2,3,0.2
Campbell,Newport-Fort Thomas,Newport-Fort Thomas,68032,62034,0.912,2255,0.033,1747,0.026,64496,2539,0.039,225,0.003,0.266,16154,1560,0.097,29394,2427,0.083,66750,3052,0.045,47972,44710,0.932,2412,0.076,3536,0.052,4413,0.065,3415,0.05,3713,0.055,4983,0.073,5707,0.084,5024,0.074,4774,0.07,3894,0.057,3769,0.055,4054,0.06,4757,0.07,4413,0.065,3986,0.059,3097,0.046,1987,0.029,1157,0.017,1353,0.02,29394,5055,0.172,1981,0.067,8462,0.288,13896,0.473,67412,57303,0.85,7685,0.114,2257,0.033,167,0.002,NA,NA,NA,NA,13330,485,3.6,364,2.7,17.5,0.1,16.5,0.1,5,0,5,0,36,0.3,41,0.3,783,5.9,30,0.2,80,0.6
Clermont,Batavia Township,Batavia Township,27531,25380,0.922,359,0.013,296,0.011,25959,697,0.027,41,0.002,0.284,7028,443,0.063,10985,1622,0.148,73237,1300,0.047,18805,16418,0.873,255,0.023,1572,0.057,1883,0.068,1507,0.055,2019,0.073,1745,0.063,2179,0.079,1729,0.063,2110,0.077,1868,0.068,1357,0.049,1619,0.059,1804,0.066,2012,0.073,1330,0.048,1191,0.043,940,0.034,356,0.013,310,0.011,10985,2498,0.227,742,0.068,3560,0.324,4185,0.381,27212,23401,0.86,2954,0.109,754,0.028,103,0.004,NA,NA,NA,NA,6448,359,5.6,243.5,3.8,8.5,0.1,7.5,0.1,7.5,0.1,5.5,0.1,0,0,52,0.8,512,7.9,24,0.4,66,1
Clermont,Franklin Township,Franklin Township,3644,3619,0.993,0,0,209,0.057,3397,134,0.039,39,0.011,0.32,1085,70,0.065,1410,197,0.14,58920,117,0.032,2451,2170,0.885,121,0.079,247,0.068,144,0.04,125,0.034,494,0.136,183,0.05,122,0.033,200,0.055,99,0.027,334,0.092,269,0.074,235,0.064,183,0.05,399,0.109,122,0.033,188,0.052,114,0.031,174,0.048,12,0.003,1410,488,0.346,21,0.015,548,0.389,353,0.25,3633,3094,0.852,504,0.139,35,0.01,0,0,NA,NA,NA,NA,957,49.5,5.2,30.5,3.2,0,0,0,0,0,0,0,0,5,0.5,3.5,0.4,48,5,2,0.2,1,0.1
Clermont,Goshen Township,Goshen Township,16127,15362,0.953,98,0.006,293,0.018,14739,246,0.017,46,0.003,0.267,4270,338,0.079,5869,563,0.096,76886,881,0.055,11063,9824,0.888,398,0.064,1388,0.086,993,0.062,1009,0.063,871,0.054,803,0.05,808,0.05,1557,0.097,1184,0.073,843,0.052,1120,0.069,961,0.06,1066,0.066,1105,0.069,851,0.053,770,0.048,553,0.034,144,0.009,101,0.006,5869,1602,0.273,309,0.053,2038,0.347,1920,0.327,15913,14300,0.899,1224,0.077,359,0.023,30,0.002,NA,NA,NA,NA,4069,180,4.4,140,3.4,1.5,0,1.5,0,2,0,1.5,0,40.5,1,28.5,0.7,303,7.4,10,0.2,45,1.1
Clermont,Jackson Township,Jackson Township,3124,3070,0.983,46,0.015,0,0,3003,0,0,0,0,0.275,859,23,0.027,1035,76,0.073,80625,151,0.048,2176,1804,0.829,59,0.054,121,0.039,94,0.03,300,0.096,215,0.069,218,0.07,64,0.02,160,0.051,238,0.076,237,0.076,200,0.064,246,0.079,224,0.072,275,0.088,181,0.058,214,0.069,68,0.022,59,0.019,10,0.003,1035,213,0.206,25,0.024,519,0.501,278,0.269,3124,2867,0.918,245,0.078,12,0.004,0,0,NA,NA,NA,NA,693,18,2.6,14.5,2.1,0,0,0,0,0.5,0.1,0.5,0.1,3.5,0.5,3,0.4,34,4.9,2,0.3,0,0
Clermont,Miami Township,Miami Township,43951,40050,0.911,1101,0.025,1148,0.026,41574,1278,0.031,85,0.002,0.167,12200,341,0.028,16557,581,0.035,109908,1607,0.037,30561,29419,0.963,421,0.025,2377,0.054,2697,0.061,3184,0.072,2925,0.067,2207,0.05,2125,0.048,2519,0.057,2601,0.059,2539,0.058,3458,0.079,3360,0.076,3255,0.074,2979,0.068,2620,0.06,2214,0.05,1268,0.029,762,0.017,861,0.02,16557,4599,0.278,848,0.051,6595,0.398,4515,0.273,43609,39403,0.904,3229,0.074,896,0.021,81,0.002,NA,NA,NA,NA,10303,349,3.4,253,2.5,13.5,0.1,12.5,0.1,3,0,1.5,0,0,0,44,0.4,627,6.1,33,0.3,65,0.6
