County,Municipality,Neighborhood,Population,White,WhiteRate,Black,BlackRate,Hispanic,HispanicRate,Over5,OtherThanEnglish,OtherThanEnglishRate,EnglishNotWell,EnglishNotWellRate,DI,Families,Poverty,PovertyRate,TractHH,Assistance,AssistanceRate,MedianIncome,Uninsured,UninsuredRate,Over25,HSGraduates,GraduationRate,VacantHousing,VacancyRate,AgeUnder5,AgeUnder5Rate,Age5to9,Age5to9Rate,Age10to14,Age10to14Rate,Age15to19,Age15to19Rate,Age20to24,Age20to24Rate,Age25to29,Age25to29Rate,Age30to34,Age30to34Rate,Age35to39,Age35to39Rate,Age40to44,Age40to44Rate,Age45to49,Age45to49Rate,Age50to54,Age50to54Rate,Age55to59,Age55to59Rate,Age60to64,Age60to64Rate,Age65to69,Age65to69Rate,Age70to74,Age70to74Rate,Age75to79,Age75to79Rate,Age80to84,Age80to84Rate,Age85andover,Age85andoverRate,Households,TwoParentHH,TwoParentRate,SingleParentHH,SingleParentRate,CoupleNoKids,CoupleNoKidsRate,SingleAdult,SingleRate,Over1,SameHomeLastYear,SameHomeRate,SameMetroLastYear,SameMetroRate,USLastYear,USLastYearRate,AbroadLastYear,AbroadRate,ShootingsTotal,ShootingsYouth,ShootingRateTotal,ShootingRateYouth,Children,HospitalAdmissions,HospitalAdmissionRate,HospitalPatients,HospitalPatientRate,AsthmaAdmissions,AsthmaAdmissionRate,AsthmaPatients,AsthmaPatientRate,DiabetesAdmissions,DiabetesAdmissionRate,DiabetesPatients,DiabetesPatientRate,MHAdmissions,MHAdmissionRate,MHPatients,MHPatientRate,AsthmaRegistry,AsthmaRegistryRate,DiabetesRegistry,DiabetesRegistryRate,GenPedsRegistry,GenPedsRegistryRate
Clermont,Milford,Milford,6556,6114,0.933,139,0.021,33,0.005,6320,358,0.057,28,0.004,0.236,1652,23,0.014,3305,174,0.053,69524,443,0.068,4967,4636,0.933,98,0.029,236,0.036,425,0.065,243,0.037,280,0.043,405,0.062,546,0.083,298,0.045,496,0.076,317,0.048,328,0.05,389,0.059,498,0.076,355,0.054,715,0.109,343,0.052,182,0.028,227,0.035,273,0.042,3305,403,0.122,250,0.076,759,0.23,1893,0.573,6509,5808,0.892,575,0.088,105,0.016,21,0.003,NA,NA,NA,NA,1040,54.5,5.2,41,3.9,1.5,0.1,1.5,0.1,2,0.2,2,0.2,11,1.1,7.5,0.7,78,7.5,4,0.4,2,0.2
Clermont,Monroe Township,Monroe Township,7599,7315,0.963,0,0,261,0.034,7308,96,0.013,11,0.002,0.297,1982,180,0.091,2805,475,0.169,89432,557,0.073,5120,4559,0.89,306,0.098,291,0.038,570,0.075,456,0.06,517,0.068,645,0.085,283,0.037,346,0.046,328,0.043,580,0.076,735,0.097,584,0.077,420,0.055,641,0.084,417,0.055,264,0.035,169,0.022,241,0.032,112,0.015,2805,685,0.244,124,0.044,1222,0.436,774,0.276,7515,6583,0.876,776,0.103,142,0.019,14,0.002,NA,NA,NA,NA,1670,84.5,5.1,60,3.6,4,0.2,4,0.2,1,0.1,1,0.1,23.5,1.4,15,0.9,156,9.3,8,0.5,21,1.3
Clermont,Ohio Township,Ohio Township,5338,4948,0.927,116,0.022,134,0.025,5055,146,0.029,31,0.006,0.336,1384,115,0.083,1956,342,0.175,74924,626,0.117,3827,3297,0.862,164,0.077,283,0.053,322,0.06,431,0.081,228,0.043,247,0.046,520,0.097,383,0.072,302,0.057,315,0.059,213,0.04,359,0.067,491,0.092,399,0.075,378,0.071,96,0.018,162,0.03,117,0.022,92,0.017,1956,501,0.256,112,0.057,696,0.356,647,0.331,5218,4834,0.926,350,0.067,34,0.007,0,0,NA,NA,NA,NA,1187,86.5,7.3,61.5,5.2,2.5,0.2,2.5,0.2,2.5,0.2,2.5,0.2,10.5,0.9,8.5,0.7,119,10,9,0.8,9,0.8
Clermont,Pierce Township,Pierce Township,15109,14406,0.953,180,0.012,362,0.024,14138,349,0.025,2,0,0.223,4076,177,0.043,6289,183,0.029,90565,1039,0.069,11218,10374,0.925,350,0.053,971,0.064,945,0.063,760,0.05,667,0.044,548,0.036,887,0.059,1107,0.073,1023,0.068,1043,0.069,659,0.044,643,0.043,1018,0.067,1368,0.091,1117,0.074,1012,0.067,654,0.043,534,0.035,153,0.01,6289,1322,0.21,208,0.033,2767,0.44,1992,0.317,14913,13341,0.895,1122,0.075,443,0.03,7,0,NA,NA,NA,NA,3035,156,5.1,112,3.7,4,0.1,4,0.1,1.5,0,1.5,0,31,1,21,0.7,183,6,11,0.4,15,0.5
Clermont,Stonelick Township,Stonelick Township,5709,5474,0.959,15,0.003,39,0.007,5452,15,0.003,0,0,0.33,1752,209,0.119,2280,358,0.157,59452,318,0.056,3810,3151,0.827,139,0.057,257,0.045,385,0.067,409,0.072,544,0.095,304,0.053,227,0.04,236,0.041,244,0.043,322,0.056,245,0.043,338,0.059,438,0.077,357,0.063,278,0.049,394,0.069,330,0.058,112,0.02,289,0.051,2280,388,0.17,111,0.049,876,0.384,905,0.397,5673,5162,0.91,497,0.088,14,0.002,0,0,NA,NA,NA,NA,1336,48.5,3.6,36.5,2.7,1,0.1,1,0.1,0.5,0,0.5,0,15,1.1,11.5,0.9,86,6.4,6,0.4,10,0.7
Clermont,Tate Township,Tate Township,9218,9041,0.981,12,0.001,71,0.008,8770,144,0.016,1,0,0.277,2586,145,0.056,3544,326,0.092,69474,533,0.058,6359,5616,0.883,320,0.083,448,0.049,436,0.047,670,0.073,845,0.092,460,0.05,435,0.047,490,0.053,408,0.044,597,0.065,470,0.051,901,0.098,676,0.073,633,0.069,666,0.072,420,0.046,310,0.034,288,0.031,65,0.007,3544,679,0.192,229,0.065,1309,0.369,1327,0.374,9151,7953,0.869,1086,0.119,106,0.012,6,0.001,NA,NA,NA,NA,2065,114,5.5,81.5,3.9,4,0.2,2.5,0.1,1.5,0.1,1.5,0.1,27,1.3,14.5,0.7,176,8.5,12,0.6,5,0.2
Clermont,Union Township,Union Township,49689,45113,0.908,799,0.016,1617,0.033,46738,2143,0.046,231,0.005,0.242,12509,909,0.073,20884,1486,0.071,71292,2875,0.058,34127,31990,0.937,805,0.037,2951,0.059,3489,0.07,3429,0.069,2397,0.048,3296,0.066,3782,0.076,3282,0.066,3673,0.074,3301,0.066,2651,0.053,2841,0.057,3439,0.069,3261,0.066,2801,0.056,1915,0.039,1521,0.031,764,0.015,896,0.018,20884,4412,0.211,967,0.046,6937,0.332,8568,0.41,49209,41597,0.845,6479,0.132,929,0.019,204,0.004,NA,NA,NA,NA,11193,410,3.7,292.5,2.6,7,0.1,7,0.1,1,0,1,0,85.5,0.8,55,0.5,660,5.9,35,0.3,68,0.6
Clermont,Washington Township,Washington Township,2405,2401,0.998,0,0,0,0,2347,38,0.016,0,0,0.322,574,30,0.052,843,93,0.11,61993,162,0.067,1604,1322,0.824,149,0.15,58,0.024,85,0.035,96,0.04,246,0.102,316,0.131,54,0.022,32,0.013,83,0.035,192,0.08,128,0.053,260,0.108,256,0.106,209,0.087,37,0.015,175,0.073,50,0.021,57,0.024,71,0.03,843,163,0.193,13,0.015,400,0.474,267,0.317,2393,2219,0.927,174,0.073,0,0,0,0,NA,NA,NA,NA,405,13.5,3.3,11,2.7,0,0,0,0,0.5,0.1,0.5,0.1,2.5,0.6,2,0.5,34,8.4,3,0.7,2,0.5
Clermont,Wayne Township,Wayne Township,4647,4542,0.977,26,0.006,19,0.004,4551,17,0.004,0,0,0.294,1252,83,0.066,1714,166,0.097,75222,481,0.104,3226,2769,0.858,180,0.095,96,0.021,271,0.058,411,0.088,272,0.059,371,0.08,272,0.059,167,0.036,296,0.064,247,0.053,307,0.066,439,0.094,362,0.078,319,0.069,332,0.071,196,0.042,120,0.026,101,0.022,68,0.015,1714,341,0.199,49,0.029,740,0.432,584,0.341,4647,4072,0.876,367,0.079,202,0.043,6,0.001,NA,NA,NA,NA,935,36,3.9,28,3,1,0.1,1,0.1,1,0.1,1,0.1,9,1,5.5,0.6,58,6.2,5,0.5,3,0.3
Clermont,Williamsburg Township,Williamsburg Township,5708,5473,0.959,29,0.005,10,0.002,5493,156,0.028,0,0,0.279,1478,135,0.091,2224,196,0.088,63061,319,0.056,4134,3730,0.902,187,0.078,215,0.038,295,0.052,256,0.045,431,0.076,377,0.066,268,0.047,418,0.073,291,0.051,452,0.079,359,0.063,334,0.059,581,0.102,582,0.102,359,0.063,166,0.029,175,0.031,145,0.025,4,0.001,2224,361,0.162,97,0.044,1066,0.479,700,0.315,5648,5112,0.905,403,0.071,131,0.023,2,0,NA,NA,NA,NA,935,59,6.3,42,4.5,1.5,0.2,1.5,0.2,0,0,0,0,9,1,6,0.6,86,9.2,7,0.7,0,0
Dearborn,Caesar Creek Township,Caesar Creek Township,197,197,1,0,0,0,0,197,16,0.081,0,0,0.291,42,0,0,81,0,0,NA,0,0,147,133,0.905,61,0.43,0,0,0,0,17,0.086,21,0.107,12,0.061,0,0,0,0,0,0,14,0.071,0,0,18,0.091,0,0,58,0.294,14,0.071,0,0,9,0.046,0,0,34,0.173,81,14,0.173,0,0,28,0.346,39,0.481,197,185,0.939,12,0.061,0,0,0,0,NA,NA,NA,NA,38,2,5.3,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,2,5.3,0,0,0,0
Dearborn,Center Township,Center Township,5079,4575,0.901,24,0.005,179,0.035,4819,37,0.008,2,0,0.341,1317,136,0.103,2088,395,0.189,55357,503,0.099,3403,3111,0.914,41,0.019,260,0.051,120,0.024,411,0.081,485,0.095,400,0.079,277,0.055,313,0.062,243,0.048,259,0.051,579,0.114,187,0.037,451,0.089,444,0.087,244,0.048,160,0.032,103,0.02,59,0.012,84,0.017,2088,481,0.23,158,0.076,568,0.272,881,0.422,5077,4707,0.927,238,0.047,132,0.026,0,0,NA,NA,NA,NA,1103,41.5,3.8,38.5,3.5,0.5,0,0.5,0,2,0.2,2,0.2,1.5,0.1,4,0.4,55,5,5,0.5,1,0.1
Dearborn,Clay Township,Clay Township,2846,2583,0.908,63,0.022,52,0.018,2694,68,0.025,18,0.007,0.291,737,98,0.133,1232,86,0.07,62778,162,0.057,2061,1800,0.873,71,0.054,152,0.053,158,0.056,136,0.048,122,0.043,217,0.076,143,0.05,114,0.04,125,0.044,110,0.039,164,0.058,228,0.08,184,0.065,330,0.116,138,0.048,179,0.063,109,0.038,163,0.057,74,0.026,1232,156,0.127,46,0.037,496,0.403,534,0.433,2824,2470,0.875,316,0.112,31,0.011,7,0.002,NA,NA,NA,NA,490,21.5,4.4,16,3.3,0,0,0,0,0,0,0,0,2.5,0.5,2,0.4,19,3.9,0,0,0,0
Dearborn,Harrison Township,Harrison Township,3367,3113,0.925,0,0,24,0.007,3251,139,0.043,57,0.018,0.229,978,2,0.002,1391,114,0.082,72917,176,0.052,2395,2136,0.892,107,0.071,116,0.034,73,0.022,213,0.063,337,0.1,233,0.069,63,0.019,174,0.052,149,0.044,357,0.106,231,0.069,147,0.044,253,0.075,196,0.058,416,0.124,136,0.04,158,0.047,79,0.023,36,0.011,1391,360,0.259,70,0.05,529,0.38,432,0.311,3338,3073,0.921,154,0.046,111,0.033,0,0,NA,NA,NA,NA,648,23,3.5,18,2.8,1,0.2,1,0.2,1,0.2,1,0.2,0,0,0,0,38,5.9,4,0.6,1,0.2
Dearborn,Hogan Township,Hogan Township,877,820,0.935,0,0,31,0.035,805,24,0.03,0,0,0.229,315,29,0.092,412,16,0.039,71806,43,0.049,671,629,0.937,39,0.086,72,0.082,0,0,15,0.017,37,0.042,82,0.094,13,0.015,48,0.055,65,0.074,35,0.04,65,0.074,77,0.088,45,0.051,35,0.04,117,0.133,79,0.09,50,0.057,22,0.025,20,0.023,412,35,0.085,20,0.049,219,0.532,138,0.335,865,739,0.854,57,0.066,69,0.08,0,0,NA,NA,NA,NA,124,5,4,4,3.2,0,0,0,0,0,0,0,0,1.5,1.2,0.5,0.4,11,8.9,3,2.4,1,0.8
Dearborn,Jackson Township,Jackson Township,1683,1668,0.991,0,0,0,0,1624,0,0,0,0,0.188,502,11,0.022,606,11,0.018,89224,25,0.015,1168,1043,0.893,54,0.082,59,0.035,72,0.043,177,0.105,125,0.074,82,0.049,111,0.066,27,0.016,84,0.05,115,0.068,148,0.088,117,0.07,203,0.121,104,0.062,122,0.072,102,0.061,35,0.021,0,0,0,0,606,198,0.327,19,0.031,307,0.507,82,0.135,1683,1540,0.915,61,0.036,82,0.049,0,0,NA,NA,NA,NA,414,13,3.1,10,2.4,0,0,0,0,0,0,0,0,1,0.2,0.5,0.1,20,4.8,0,0,0,0
Dearborn,Kelso Township,Kelso Township,3198,3122,0.976,0,0,7,0.002,3038,13,0.004,0,0,0.182,929,45,0.048,1117,34,0.03,100208,95,0.03,2161,2079,0.962,43,0.037,160,0.05,210,0.066,194,0.061,301,0.094,172,0.054,412,0.129,113,0.035,134,0.042,155,0.048,240,0.075,187,0.058,260,0.081,195,0.061,228,0.071,135,0.042,53,0.017,28,0.009,21,0.007,1117,322,0.288,38,0.034,444,0.397,313,0.28,3168,3127,0.987,30,0.009,11,0.003,0,0,NA,NA,NA,NA,778,14,1.8,12,1.5,0.5,0.1,0.5,0.1,0,0,0,0,0,0,0,0,25,3.2,2,0.3,1,0.1
Dearborn,Lawrenceburg Township,Lawrenceburg Township,11246,10959,0.974,164,0.015,166,0.015,10459,158,0.015,2,0,0.294,2949,312,0.106,4787,660,0.138,62730,491,0.044,7585,6944,0.915,270,0.053,787,0.07,1137,0.101,731,0.065,485,0.043,521,0.046,647,0.058,695,0.062,1044,0.093,496,0.044,476,0.042,869,0.077,479,0.043,784,0.07,671,0.06,440,0.039,382,0.034,206,0.018,396,0.035,4787,1083,0.226,404,0.084,1224,0.256,2076,0.434,11043,9418,0.853,1411,0.128,137,0.012,77,0.007,NA,NA,NA,NA,2974,78,2.6,60,2,0.5,0,0.5,0,0.5,0,0.5,0,10,0.3,7.5,0.3,145,4.9,7,0.2,5,0.2
Dearborn,Logan Township,Logan Township,3854,3726,0.967,25,0.006,88,0.023,3538,24,0.007,0,0,0.225,1074,32,0.03,1268,100,0.079,101173,163,0.042,2433,2309,0.949,20,0.016,316,0.082,280,0.073,338,0.088,289,0.075,198,0.051,51,0.013,298,0.077,280,0.073,327,0.085,208,0.054,255,0.066,234,0.061,224,0.058,224,0.058,159,0.041,117,0.03,43,0.011,13,0.003,1268,496,0.391,20,0.016,462,0.364,290,0.229,3784,3664,0.968,120,0.032,0,0,0,0,NA,NA,NA,NA,1149,17,1.5,15.5,1.3,0.5,0,0.5,0,0,0,0,0,4,0.3,2.5,0.2,64,5.6,2,0.2,1,0.1
Dearborn,Manchester Township,Manchester Township,3302,3269,0.99,0,0,0,0,3278,14,0.004,0,0,0.258,1020,43,0.042,1290,33,0.026,92895,166,0.05,2584,2159,0.836,0,0,24,0.007,69,0.021,173,0.052,282,0.085,170,0.051,288,0.087,44,0.013,199,0.06,197,0.06,163,0.049,273,0.083,435,0.132,364,0.11,158,0.048,119,0.036,119,0.036,157,0.048,68,0.021,1290,174,0.135,40,0.031,699,0.542,377,0.292,3302,3148,0.953,65,0.02,52,0.016,37,0.011,NA,NA,NA,NA,382,28.5,7.5,24,6.3,0.5,0.1,0.5,0.1,0,0,0,0,3,0.8,2.5,0.7,41,10.7,1,0.3,0,0
Dearborn,Miller Township,Miller Township,9937,9706,0.977,0,0,127,0.013,9392,222,0.024,0,0,0.196,2885,43,0.015,3568,265,0.074,99774,349,0.035,6972,6498,0.932,137,0.037,545,0.055,741,0.075,451,0.045,657,0.066,571,0.057,391,0.039,822,0.083,566,0.057,597,0.06,660,0.066,777,0.078,874,0.088,602,0.061,697,0.07,393,0.04,334,0.034,151,0.015,108,0.011,3568,958,0.268,147,0.041,1747,0.49,716,0.201,9895,9314,0.941,365,0.037,216,0.022,0,0,NA,NA,NA,NA,2073,65,3.1,55.5,2.7,4.5,0.2,4,0.2,0.5,0,0.5,0,5.5,0.3,5.5,0.3,147,7.1,8,0.4,1,0
Dearborn,Sparta Township,Sparta Township,2911,2897,0.995,0,0,48,0.016,2739,35,0.013,3,0.001,0.258,856,34,0.04,1129,74,0.066,70260,203,0.07,2120,1850,0.873,40,0.034,172,0.059,188,0.065,112,0.038,212,0.073,107,0.037,292,0.1,111,0.038,199,0.068,177,0.061,200,0.069,88,0.03,292,0.1,111,0.038,228,0.078,215,0.074,136,0.047,21,0.007,50,0.017,1129,266,0.236,35,0.031,591,0.523,237,0.21,2903,2775,0.956,116,0.04,12,0.004,0,0,NA,NA,NA,NA,643,25,3.9,19.5,3,0.5,0.1,0.5,0.1,0,0,0,0,2,0.3,3,0.5,30,4.7,1,0.2,0,0
Dearborn,Washington Township,Washington Township,1183,1153,0.975,10,0.008,0,0,1183,22,0.019,0,0,0.241,340,0,0,510,37,0.073,101094,116,0.098,945,861,0.911,79,0.134,0,0,53,0.045,163,0.138,0,0,22,0.019,21,0.018,76,0.064,65,0.055,75,0.063,112,0.095,258,0.218,117,0.099,35,0.03,40,0.034,91,0.077,44,0.037,11,0.009,0,0,510,41,0.08,37,0.073,305,0.598,127,0.249,1183,1177,0.995,6,0.005,0,0,0,0,NA,NA,NA,NA,216,11,5.1,9,4.2,0,0,0,0,0,0,0,0,1.5,0.7,1,0.5,16,7.4,0,0,1,0.5
Dearborn,York Township,York Township,1029,1007,0.979,0,0,21,0.02,1011,21,0.021,0,0,0.188,365,0,0,436,15,0.034,126905,22,0.021,764,713,0.933,7,0.016,18,0.017,28,0.027,75,0.073,80,0.078,64,0.062,55,0.053,13,0.013,46,0.045,40,0.039,13,0.013,114,0.111,61,0.059,172,0.167,111,0.108,89,0.086,22,0.021,28,0.027,0,0,436,86,0.197,0,0,239,0.548,111,0.255,1015,980,0.966,1,0.001,34,0.033,0,0,NA,NA,NA,NA,191,7,3.7,6,3.1,0,0,0,0,0,0,0,0,2.5,1.3,2,1,17,8.9,1,0.5,0,0
Hamilton,Amberley,Amberley,3824,3144,0.822,197,0.052,188,0.049,3585,234,0.065,0,0,0.118,1032,0,0,1445,73,0.051,144702,34,0.009,2616,2607,0.997,0,0,239,0.062,344,0.09,342,0.089,178,0.047,105,0.027,89,0.023,225,0.059,190,0.05,320,0.084,280,0.073,230,0.06,157,0.041,247,0.065,356,0.093,173,0.045,168,0.044,77,0.02,104,0.027,1445,420,0.291,0,0,615,0.426,410,0.284,3746,3549,0.947,68,0.018,129,0.034,0,0,NA,NA,NA,NA,1066,30.5,2.9,22,2.1,1,0.1,1,0.1,0,0,0,0,3.5,0.3,3,0.3,75,7,1,0.1,4,0.4
Hamilton,Anderson Township,Anderson Township,43882,39565,0.902,1523,0.035,1182,0.027,41161,1729,0.042,117,0.003,0.163,12291,359,0.029,16294,630,0.039,113821,1234,0.028,29465,28899,0.981,520,0.031,2721,0.062,2760,0.063,3935,0.09,3676,0.084,1325,0.03,1731,0.039,2160,0.049,2897,0.066,2830,0.064,3289,0.075,3285,0.075,2875,0.066,2838,0.065,2165,0.049,2112,0.048,1321,0.03,784,0.018,1178,0.027,16294,5140,0.315,823,0.051,5611,0.344,4720,0.29,43412,40481,0.932,1886,0.043,973,0.022,72,0.002,NA,NA,NA,NA,12074,379.5,3.1,281.5,2.3,9.5,0.1,9.5,0.1,4,0,4,0,71,0.6,46,0.4,674,5.6,38,0.3,39,0.3
Hamilton,Arlington Heights,Arlington Heights,1017,673,0.662,225,0.221,28,0.028,946,18,0.019,0,0,0.384,261,28,0.107,443,101,0.228,47875,110,0.108,694,645,0.929,21,0.045,71,0.07,91,0.089,67,0.066,53,0.052,41,0.04,56,0.055,119,0.117,122,0.12,62,0.061,77,0.076,33,0.032,49,0.048,29,0.029,100,0.098,8,0.008,14,0.014,21,0.021,4,0.004,443,73,0.165,66,0.149,100,0.226,204,0.46,1012,875,0.865,134,0.132,3,0.003,0,0,NA,NA,NA,NA,258,14,5.4,10,3.9,2,0.8,1.5,0.6,0,0,0,0,1,0.4,1,0.4,19,7.4,0,0,21,8.1
Hamilton,Blue Ash,Blue Ash,13325,9748,0.732,1371,0.103,299,0.022,12486,1760,0.141,91,0.007,0.168,3827,82,0.021,5746,207,0.036,113558,389,0.029,9578,9368,0.978,404,0.066,839,0.063,867,0.065,881,0.066,538,0.04,622,0.047,673,0.051,1471,0.11,868,0.065,782,0.059,760,0.057,818,0.061,702,0.053,771,0.058,841,0.063,639,0.048,571,0.043,267,0.02,415,0.031,5746,1352,0.235,438,0.076,2310,0.402,1646,0.286,13206,10571,0.8,2086,0.158,323,0.024,226,0.017,NA,NA,NA,NA,2934,110,3.7,81.5,2.8,3,0.1,2.5,0.1,0.5,0,0.5,0,20.5,0.7,17.5,0.6,192,6.5,6,0.2,56,1.9
Hamilton,Cheviot,Cheviot,8682,6275,0.723,1659,0.191,373,0.043,8060,373,0.046,52,0.006,0.355,1911,241,0.126,3517,807,0.229,52461,564,0.065,5514,5110,0.927,493,0.123,622,0.072,735,0.085,945,0.109,501,0.058,365,0.042,523,0.06,874,0.101,662,0.076,446,0.051,411,0.047,742,0.085,498,0.057,398,0.046,206,0.024,373,0.043,153,0.018,55,0.006,173,0.02,3517,357,0.102,723,0.206,883,0.251,1554,0.442,8531,7251,0.85,1129,0.132,145,0.017,6,0.001,NA,NA,NA,NA,2666,109,4.1,83,3.1,6,0.2,5,0.2,1.5,0.1,1.5,0.1,23.5,0.9,15.5,0.6,198,7.4,4,0.1,344,12.9
Hamilton,Cincinnati,Avondale,12792,1955,0.153,9778,0.764,928,0.073,12035,863,0.072,147,0.012,0.576,2318,761,0.328,5961,2152,0.361,30111,1820,0.142,8247,6702,0.813,1190,0.173,757,0.059,576,0.045,964,0.075,1083,0.085,1165,0.091,562,0.044,1031,0.081,823,0.064,405,0.032,706,0.055,490,0.038,987,0.077,1072,0.084,646,0.051,455,0.036,558,0.044,263,0.021,249,0.019,5700,282,0.049,827,0.145,519,0.091,4072,0.714,12754,10398,0.815,1850,0.145,459,0.036,47,0.004,37.5,6.5,0.29,0.21,3094,206,6.7,149,4.8,31,1,25.5,0.8,9,0.3,5,0.2,0,0,17,0.5,538,17.4,15,0.5,1390,44.9
Hamilton,Cincinnati,Bond Hill,7287,586,0.08,6328,0.868,98,0.013,6866,324,0.047,0,0,0.357,1430,269,0.188,3312,440,0.133,50740,623,0.085,5078,4612,0.908,460,0.128,421,0.058,351,0.048,816,0.112,366,0.05,255,0.035,254,0.035,533,0.073,404,0.055,415,0.057,354,0.049,435,0.06,754,0.103,633,0.087,415,0.057,376,0.052,173,0.024,193,0.026,139,0.019,3139,217,0.069,325,0.104,465,0.148,2132,0.679,7223,6227,0.862,901,0.125,66,0.009,29,0.004,12,3.5,0.16,0.2,1780,80.5,4.5,65.5,3.7,15.5,0.9,13,0.7,0,0,0,0,4,0.2,9,0.5,296,16.6,4,0.2,439,24.7
Hamilton,Cincinnati,CUF,17703,13320,0.752,2160,0.122,913,0.052,17580,2214,0.126,156,0.009,0.353,947,145,0.153,5533,315,0.057,45630,1021,0.058,4497,4227,0.94,980,0.144,123,0.007,103,0.006,229,0.013,5627,0.318,7124,0.402,1533,0.087,490,0.028,576,0.033,414,0.023,75,0.004,247,0.014,293,0.017,230,0.013,147,0.008,105,0.006,123,0.007,95,0.005,169,0.01,5839,204,0.035,104,0.018,920,0.158,4611,0.79,17654,8545,0.484,4714,0.267,4071,0.231,324,0.018,9.5,0.5,0.05,0.08,590,55,9.3,37.5,6.4,2,0.3,1.5,0.3,2,0.3,1.5,0.3,10,1.7,6,1,63,10.7,1,0.2,155,26.3
Hamilton,Cincinnati,California,331,302,0.915,0,0,0,0,325,17,0.052,2,0.005,0.113,77,0,0,139,2,0.012,109375,8,0.025,236,236,1,23,0.139,6,0.017,7.8299,0.024,38,0.115,43,0.13,0,0,4,0.012,16,0.049,5,0.015,15,0.045,32,0.097,58,0.175,24,0.072,18,0.054,21,0.065,23,0.069,18,0.054,3,0.009,0,0,143,41,0.289,0,0,45,0.315,56,0.396,331,324,0.98,7,0.02,-0,-0,0,0,0,0,0,0,87,3,3.4,3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,6,6.9,0,0,0,0
Hamilton,Cincinnati,Camp Washington,1151,706,0.613,361,0.314,32,0.028,1121,56,0.05,0,0,0.441,173,36,0.208,461,113,0.245,54122,55,0.048,915,742,0.811,135,0.22,30,0.026,53,0.046,6,0.005,42,0.036,105,0.091,92,0.08,129,0.112,113,0.098,74,0.064,168,0.146,84,0.073,37,0.032,47,0.041,51,0.044,111,0.096,5,0.004,4,0.003,0,0,479,30,0.063,53,0.111,130,0.271,266,0.555,1151,901,0.783,105,0.091,117,0.102,28,0.024,6,0,0.52,0,106,10.5,9.9,9,8.5,0,0,0,0,0,0,0,0,3,2.8,2,1.9,30,28.3,0,0,50,47.2
